IMSI,话单数,短信数,语音时长分钟,上网流量MB,上网时长分钟,平均带宽Kbps,对端号码数,流量4G占比,业务线标识,月份数
908240823162239 ,309.00 ,5.33 ,1.76 ,0.01 ,5065.32 ,0.03 ,2.00 ,0.48 ,1,3
908240823168631 ,110.00 ,11.50 ,4.42 ,396.59 ,1405.37 ,3959.94 ,4.00 ,1.00 ,2,2
908240823170451 ,30.00 ,7.00 ,13.07 ,25.20 ,275.40 ,1598.88 ,10.00 ,1.00 ,2,1
908240823181865 ,109.00 ,14.00 ,4.22 ,18.65 ,2628.92 ,123.98 ,4.00 ,1.00 ,2,1
908240823183349 ,421.00 ,6.00 ,58.62 ,217.01 ,7897.43 ,480.23 ,20.00 ,0.06 ,2,1
908240823183353 ,95.33 ,28.33 ,7.47 ,25.58 ,2077.16 ,189.45 ,1.50 ,1.00 ,1,3
908240823184327 ,34.00 ,10.00 ,24.88 ,0.49 ,22.92 ,374.59 ,7.00 ,1.00 ,2,1
908240823197117 ,92.50 ,7.00 ,11.72 ,20.86 ,1968.04 ,236.72 ,8.50 ,1.00 ,2,2
908240823198331 ,23.00 ,10.67 ,2.48 ,0.54 ,317.06 ,37.82 ,3.50 ,0.78 ,1,3
908240823198819 ,505.00 ,4.50 ,0.35 ,30.83 ,2363.98 ,301.45 ,1.00 ,0.35 ,1,2
908240823201209 ,36.67 ,15.33 ,0.90 ,2.19 ,304.73 ,671.64 ,2.00 ,1.00 ,1,3
908240823205339 ,8.50 ,5.50 ,0.93 ,0.05 ,8.95 ,100.51 ,1.00 ,1.00 ,1,2
908240823209301 ,94.33 ,10.67 ,3.07 ,19.20 ,2675.21 ,68.89 ,4.00 ,1.00 ,2,3
908240823210155 ,12.00 ,6.50 ,0.57 ,3.72 ,325.32 ,199.70 ,3.00 ,0.06 ,1,2
908240823221907 ,237.00 ,10.00 ,1.80 ,219.13 ,2224.46 ,1574.89 ,3.00 ,1.00 ,2,2
908240823226935 ,15.50 ,11.50 ,0.75 ,4.84 ,201.30 ,420.04 ,1.00 ,1.00 ,1,2
908240823230273 ,46.00 ,12.00 ,0.82 ,21.62 ,1137.58 ,440.50 ,2.00 ,1.00 ,1,2
908240823240027 ,224.00 ,7.00 ,21.42 ,15.00 ,6810.05 ,38.50 ,10.00 ,0.07 ,1,1
908240823240741 ,158.50 ,5.00 ,0.63 ,184.49 ,2243.47 ,1438.99 ,1.00 ,1.00 ,2,2
908240823241919 ,97.50 ,13.00 ,53.16 ,45.60 ,1928.34 ,369.46 ,18.50 ,1.00 ,2,2
908240823242177 ,648.00 ,47.00 ,109.80 ,78.16 ,13617.18 ,100.32 ,36.00 ,0.19 ,2,1
908240823243047 ,18.00 ,6.00 ,1.68 ,12.56 ,461.98 ,475.30 ,1.00 ,1.00 ,1,1
908240823245675 ,17.50 ,9.00 ,8.11 ,0.18 ,6.57 ,470.58 ,5.50 ,1.00 ,2,2
908240823247389 ,14.00 ,4.00 ,2.63 ,5.92 ,396.33 ,246.95 ,2.50 ,1.00 ,2,2
908240823253569 ,242.00 ,5.00 ,0.40 ,0.49 ,6288.00 ,1.36 ,1.00 ,1.00 ,1,1
908240823263555 ,18.00 ,13.00 ,0.10 ,0.05 ,9.68 ,96.44 ,1.00 ,1.00 ,1,1
908240823267763 ,57.00 ,10.50 ,10.25 ,8.41 ,520.18 ,329.02 ,8.00 ,1.00 ,2,2
908240823280161 ,19.00 ,4.00 ,6.88 ,3.89 ,84.35 ,805.47 ,4.00 ,1.00 ,2,2
908240823283459 ,96.00 ,34.00 ,0.10 ,23.77 ,1700.52 ,244.30 ,1.00 ,1.00 ,1,1
908240823288895 ,103.50 ,16.50 ,3.21 ,48.26 ,603.13 ,1334.69 ,1.00 ,1.00 ,2,2
908240823293781 ,183.00 ,11.50 ,2.57 ,90.24 ,3362.75 ,524.22 ,2.00 ,0.46 ,1,2
908240823294131 ,27.00 ,10.00 ,25.33 ,0.17 ,29.83 ,98.48 ,5.00 ,1.00 ,2,1
908240823297903 ,7.00 ,5.00 ,0.52 ,0.00 ,0.05 ,13.33 ,1.00 ,1.00 ,1,1
908240823300717 ,174.00 ,14.00 ,26.25 ,92.11 ,2644.03 ,608.80 ,9.00 ,1.00 ,1,1
908240823316261 ,204.00 ,21.00 ,6.52 ,478.29 ,6632.68 ,1260.24 ,4.00 ,1.00 ,2,1
908240823319971 ,144.00 ,17.00 ,15.33 ,37.68 ,2186.43 ,301.17 ,4.00 ,1.00 ,1,1
908240823327519 ,449.00 ,41.00 ,57.51 ,156.64 ,10409.59 ,325.27 ,16.00 ,1.00 ,2,2
908240823331517 ,925.00 ,105.00 ,49.67 ,1317.99 ,9173.58 ,2510.86 ,10.00 ,1.00 ,1,1
908240823353055 ,73.00 ,39.00 ,67.62 ,3.07 ,219.13 ,244.55 ,10.00 ,0.98 ,2,1
908240823358773 ,7.00 ,5.00 ,0.07 ,0.07 ,1.57 ,730.63 ,1.00 ,1.00 ,1,1
908240823399105 ,12.00 ,8.00 ,0.32 ,2.68 ,6.85 ,6838.65 ,1.00 ,1.00 ,2,1
908240823802289 ,38.33 ,6.60 ,1.72 ,8.12 ,463.64 ,293.03 ,2.40 ,1.00 ,1,6
908240823803059 ,354.83 ,15.60 ,1.13 ,245.89 ,6952.41 ,1231.73 ,1.00 ,0.99 ,1,6
908240823803411 ,33.00 ,4.25 ,2.04 ,29.24 ,398.88 ,965.24 ,1.00 ,1.00 ,2,4
908240823805513 ,207.83 ,24.17 ,4.05 ,29.67 ,7096.47 ,77.77 ,4.00 ,0.42 ,1,6
908240823806791 ,149.17 ,29.67 ,35.13 ,126.44 ,5000.01 ,930.91 ,9.33 ,0.66 ,2,6
908240823808469 ,244.17 ,29.83 ,544.61 ,0.00 ,0.15 ,77.65 ,72.67 ,1.00 ,2,6
908240823811943 ,1558.00 ,269.33 ,692.62 ,3156.46 ,17267.28 ,2286.16 ,121.17 ,1.00 ,2,6
908240823813595 ,1956.67 ,30.83 ,0.62 ,269.89 ,27167.15 ,167.98 ,1.00 ,0.70 ,1,6
908240823816685 ,253.00 ,7.00 ,3.75 ,100.29 ,2533.14 ,704.64 ,1.00 ,0.97 ,1,2
908240823817041 ,114.25 ,7.75 ,4.11 ,39.82 ,849.19 ,1121.69 ,3.00 ,1.00 ,1,4
908240823817157 ,35.00 ,20.00 ,11.00 ,0.74 ,2.80 ,4588.73 ,5.00 ,0.45 ,2,1
908240823820551 ,847.33 ,44.67 ,131.33 ,262.82 ,12592.82 ,305.49 ,28.67 ,0.91 ,1,6
908240823821003 ,1042.17 ,23.00 ,0.68 ,1080.04 ,28825.08 ,1261.63 ,1.33 ,0.99 ,1,6
908240823821163 ,16.50 ,9.33 ,5.66 ,0.60 ,31.98 ,2203.19 ,4.40 ,0.74 ,1,6
908240823821389 ,16.40 ,3.20 ,0.28 ,0.00 ,977.68 ,0.02 ,1.00 ,1.00 ,2,5
908240823821413 ,89.33 ,8.00 ,8.00 ,38.28 ,766.92 ,897.50 ,3.50 ,1.00 ,2,6
908240823821969 ,247.50 ,16.50 ,13.22 ,313.63 ,2353.72 ,1757.46 ,7.50 ,1.00 ,2,2
908240823822423 ,676.50 ,16.33 ,1.41 ,1655.84 ,15477.90 ,825.16 ,2.00 ,0.99 ,1,6
908240823822487 ,1151.83 ,69.33 ,106.64 ,214.61 ,7156.68 ,685.89 ,48.83 ,0.98 ,2,6
908240823823919 ,86.50 ,10.33 ,106.41 ,48.35 ,639.08 ,692.86 ,12.00 ,0.42 ,1,4
908240823824843 ,1353.33 ,41.83 ,1.16 ,1958.19 ,15242.21 ,2331.71 ,1.80 ,0.94 ,1,6
908240823826111 ,556.17 ,21.67 ,87.75 ,374.40 ,4397.11 ,1410.76 ,34.50 ,0.85 ,2,6
908240823827027 ,26.50 ,1.50 ,0.77 ,14.01 ,174.32 ,1404.93 ,1.00 ,1.00 ,1,2
908240823827391 ,255.50 ,13.83 ,13.59 ,249.31 ,3104.06 ,1460.09 ,8.33 ,1.00 ,2,6
908240823827835 ,19.50 ,4.50 ,3.75 ,2.15 ,642.31 ,33.99 ,5.00 ,0.99 ,1,4
908240823830987 ,17.67 ,5.67 ,10.08 ,0.00 ,214.77 ,0.10 ,3.50 ,1.00 ,1,3
908240823831973 ,6.00 ,3.50 ,1.10 ,0.18 ,8.35 ,244.61 ,1.50 ,1.00 ,1,4
908240823832639 ,222.83 ,15.67 ,9.90 ,12.54 ,3197.65 ,109.67 ,4.20 ,0.98 ,2,6
908240823833131 ,10.20 ,8.60 ,1.21 ,1.16 ,24.83 ,818.62 ,1.67 ,1.00 ,1,5
908240823833161 ,110.25 ,7.75 ,1.37 ,0.01 ,1031.86 ,0.10 ,2.50 ,1.00 ,1,4
908240823833519 ,50.67 ,3.67 ,0.68 ,1835.99 ,3077.20 ,10427.09 ,1.00 ,1.00 ,2,3
908240823835939 ,549.67 ,24.33 ,30.11 ,0.01 ,11811.04 ,0.02 ,11.67 ,1.00 ,2,6
908240823836325 ,1549.17 ,26.00 ,146.87 ,2138.94 ,16878.19 ,1883.24 ,18.50 ,0.54 ,2,6
908240823837455 ,225.83 ,15.83 ,39.60 ,205.33 ,3731.94 ,593.60 ,12.17 ,1.00 ,2,6
908240823839427 ,14.00 ,5.00 ,4.43 ,3.82 ,7.70 ,8659.81 ,2.00 ,1.00 ,1,1
908240823840281 ,446.00 ,46.50 ,139.31 ,11.76 ,15568.77 ,16.25 ,43.83 ,1.00 ,2,6
908240823840303 ,2167.00 ,59.33 ,172.88 ,1877.70 ,25912.92 ,1254.56 ,50.83 ,1.00 ,2,6
908240823840419 ,53.00 ,6.50 ,3.77 ,319.79 ,554.69 ,3744.04 ,2.00 ,1.00 ,1,4
908240823841221 ,71.20 ,7.40 ,3.43 ,16.64 ,659.18 ,361.79 ,3.80 ,0.95 ,2,5
908240823845143 ,249.50 ,7.83 ,10.66 ,0.04 ,3020.78 ,0.47 ,3.83 ,1.00 ,2,6
908240823845287 ,400.33 ,30.00 ,1.38 ,1235.38 ,4254.95 ,3935.41 ,1.50 ,0.95 ,1,6
908240823845817 ,448.33 ,41.33 ,79.56 ,245.96 ,7795.03 ,544.03 ,37.00 ,1.00 ,2,6
908240823849135 ,2147.67 ,64.00 ,437.68 ,2301.82 ,9979.39 ,4045.50 ,113.33 ,0.24 ,2,6
908240823851389 ,37.50 ,11.50 ,1.59 ,0.00 ,297.52 ,0.06 ,2.00 ,1.00 ,2,4
908240823852617 ,141.83 ,12.83 ,0.17 ,0.00 ,1293.97 ,0.04 ,1.00 ,1.00 ,1,6
908240823854231 ,1905.83 ,82.67 ,299.44 ,7940.25 ,27765.59 ,5031.00 ,85.50 ,1.00 ,2,6
908240823854791 ,2958.83 ,83.67 ,749.71 ,845.94 ,34956.54 ,421.97 ,131.33 ,0.85 ,2,6
908240823855145 ,804.33 ,33.83 ,359.92 ,1318.26 ,8538.38 ,2920.26 ,56.83 ,0.97 ,2,6
908240823857263 ,83.00 ,2.00 ,1.25 ,92.25 ,813.76 ,4884.65 ,2.00 ,1.00 ,2,2
908240823862021 ,53.60 ,7.20 ,21.63 ,0.00 ,1784.98 ,0.02 ,8.00 ,1.00 ,2,5
908240823862153 ,141.33 ,11.50 ,0.37 ,80.50 ,1589.20 ,649.86 ,1.00 ,1.00 ,1,3
908240823862583 ,11.00 ,7.00 ,0.98 ,0.00 ,38.30 ,0.36 ,1.00 ,1.00 ,1,1
908240823864841 ,962.17 ,28.67 ,19.91 ,1407.96 ,10254.66 ,2186.73 ,5.80 ,0.94 ,1,6
908240823866225 ,114.40 ,24.20 ,9.72 ,0.01 ,1341.77 ,0.07 ,4.40 ,0.94 ,2,5
908240823868011 ,11.20 ,6.00 ,0.71 ,0.00 ,94.75 ,0.17 ,1.00 ,1.00 ,2,5
908240823868033 ,53.75 ,7.25 ,0.68 ,19.68 ,1154.79 ,792.54 ,1.00 ,1.00 ,1,4
908240823868251 ,759.67 ,28.33 ,246.38 ,272.28 ,11073.13 ,399.46 ,15.50 ,0.92 ,1,6
908240823870185 ,2464.67 ,59.50 ,144.04 ,2425.46 ,35379.11 ,1196.31 ,42.17 ,1.00 ,2,6
908240823870527 ,18.50 ,11.50 ,5.22 ,0.41 ,11.28 ,967.12 ,3.00 ,1.00 ,2,4
908240823873329 ,122.40 ,11.80 ,2.52 ,170.21 ,1676.93 ,774.26 ,1.50 ,0.71 ,1,5
908240823875273 ,112.40 ,3.80 ,3.63 ,257.87 ,1672.98 ,2336.50 ,4.00 ,1.00 ,2,5
908240823876779 ,166.00 ,10.40 ,2.02 ,171.21 ,1144.14 ,1256.53 ,3.00 ,1.00 ,2,5
908240823876803 ,54.17 ,31.83 ,17.27 ,1.31 ,40.81 ,2949.35 ,10.20 ,0.93 ,2,6
908240823877977 ,72.33 ,15.33 ,2.56 ,2.71 ,607.88 ,95.40 ,1.50 ,1.00 ,1,3
908240823879109 ,44.50 ,4.25 ,3.17 ,2.32 ,876.61 ,22.35 ,1.50 ,1.00 ,2,4
908240823879609 ,9.50 ,5.00 ,6.40 ,0.31 ,65.48 ,210.88 ,4.00 ,1.00 ,1,2
908240823881435 ,125.00 ,4.33 ,8.28 ,221.56 ,3022.67 ,1280.99 ,4.00 ,1.00 ,1,3
908240823882279 ,1018.17 ,41.67 ,72.86 ,973.85 ,21138.95 ,805.52 ,18.00 ,1.00 ,2,6
908240823884801 ,52.00 ,8.50 ,14.85 ,36.11 ,450.37 ,1526.77 ,6.00 ,1.00 ,2,2
908240823884993 ,619.67 ,26.67 ,46.17 ,151.26 ,13461.18 ,440.85 ,9.67 ,0.77 ,2,6
908240823885539 ,128.33 ,9.33 ,2.18 ,24.16 ,1303.56 ,444.74 ,1.00 ,1.00 ,1,3
908240823885749 ,236.00 ,7.25 ,26.25 ,51.45 ,2193.23 ,626.76 ,8.75 ,1.00 ,2,4
908240823888255 ,23.00 ,6.20 ,0.78 ,0.12 ,281.08 ,3.73 ,1.00 ,1.00 ,2,5
908240823888481 ,131.00 ,8.80 ,5.96 ,8.85 ,2355.39 ,50.43 ,6.60 ,0.72 ,2,5
908240823889685 ,62.00 ,3.00 ,0.22 ,27.34 ,639.60 ,747.04 ,1.00 ,1.00 ,1,1
908240823890815 ,251.00 ,21.00 ,17.40 ,1443.20 ,2923.93 ,8625.95 ,8.00 ,1.00 ,2,1
908240823891065 ,55.67 ,3.67 ,7.42 ,17.94 ,981.64 ,589.72 ,2.50 ,0.78 ,1,3
908240823891293 ,60.67 ,44.00 ,12.06 ,0.08 ,285.10 ,4.76 ,6.67 ,1.00 ,2,3
908240823891809 ,957.67 ,55.83 ,147.09 ,1593.43 ,12882.09 ,2182.28 ,19.83 ,0.43 ,2,6
908240823892083 ,7.00 ,5.00 ,0.23 ,8.11 ,428.67 ,330.81 ,2.00 ,1.00 ,1,2
908240823892091 ,42.33 ,25.00 ,10.36 ,1.45 ,47.94 ,1970.98 ,7.83 ,1.00 ,2,6
908240823892473 ,255.50 ,6.50 ,2.67 ,76.22 ,2098.48 ,789.24 ,2.50 ,0.72 ,2,2
908240823893623 ,244.50 ,15.50 ,3.26 ,138.77 ,2350.25 ,999.70 ,3.50 ,0.99 ,1,4
908240823894327 ,101.40 ,9.20 ,1.72 ,32.72 ,922.63 ,582.87 ,1.00 ,1.00 ,1,5
908240823894485 ,665.75 ,11.00 ,29.71 ,62.21 ,5517.99 ,170.97 ,18.00 ,0.95 ,2,4
908240823895573 ,497.33 ,34.33 ,76.98 ,336.90 ,5138.00 ,1251.56 ,16.83 ,0.89 ,2,6
908240823895965 ,23.25 ,13.67 ,40.38 ,0.01 ,381.73 ,0.27 ,8.00 ,0.97 ,2,4
908240823896639 ,334.17 ,43.00 ,35.88 ,244.35 ,3350.00 ,1361.56 ,19.00 ,1.00 ,2,6
908240823897875 ,77.33 ,8.00 ,5.54 ,43.04 ,960.57 ,11239.70 ,3.50 ,1.00 ,1,3
908240823898107 ,382.00 ,27.50 ,41.23 ,555.41 ,5465.97 ,1672.08 ,14.83 ,0.99 ,2,6
908240823898799 ,1400.33 ,34.50 ,149.20 ,175.37 ,29381.31 ,106.70 ,21.00 ,0.99 ,2,6
908240823899561 ,242.17 ,15.17 ,0.43 ,71.09 ,2855.96 ,974.86 ,1.00 ,1.00 ,1,6
908240823899677 ,1316.83 ,151.50 ,64.80 ,424.20 ,20548.68 ,371.21 ,25.67 ,1.00 ,2,6
908240823901721 ,369.83 ,25.00 ,4.22 ,2.95 ,7931.61 ,2.75 ,4.33 ,1.00 ,2,6
908240823903331 ,46.50 ,16.00 ,0.12 ,0.05 ,4398.57 ,0.20 ,1.00 ,1.00 ,1,2
908240823904087 ,238.83 ,25.17 ,117.19 ,0.24 ,2777.65 ,3.16 ,38.17 ,0.81 ,2,6
908240823906635 ,57.25 ,3.25 ,0.52 ,0.00 ,1275.01 ,0.04 ,1.00 ,1.00 ,1,4
908240823907611 ,83.20 ,7.60 ,6.49 ,0.00 ,1085.47 ,0.03 ,5.20 ,0.95 ,2,5
908240823907855 ,38.83 ,9.17 ,1.20 ,0.54 ,474.45 ,491.67 ,2.00 ,1.00 ,1,6
908240823908711 ,72.20 ,13.20 ,24.28 ,43.12 ,711.32 ,1093.63 ,6.50 ,0.90 ,2,5
908240823909821 ,292.75 ,13.75 ,1.18 ,129.73 ,3812.75 ,733.56 ,3.00 ,1.00 ,1,4
908240823912687 ,783.50 ,17.50 ,4.71 ,1235.49 ,11731.01 ,1667.36 ,1.33 ,0.95 ,1,6
908240823912877 ,734.50 ,32.50 ,93.21 ,276.55 ,11759.43 ,604.67 ,25.50 ,0.93 ,2,6
908240823914185 ,311.67 ,12.67 ,4.65 ,1.55 ,2136.21 ,13.46 ,2.60 ,1.00 ,2,6
908240823916239 ,87.60 ,10.25 ,12.13 ,821.76 ,1894.98 ,5997.20 ,1.00 ,0.75 ,1,5
908240823919189 ,52.80 ,12.40 ,5.01 ,2.33 ,757.82 ,33.51 ,1.00 ,1.00 ,1,5
908240823919821 ,84.50 ,10.25 ,2.11 ,26.02 ,1361.15 ,525.45 ,2.00 ,0.99 ,1,4
908240823920015 ,819.40 ,47.20 ,48.44 ,942.23 ,5177.06 ,5127.06 ,23.80 ,0.97 ,2,5
908240823920057 ,331.20 ,10.60 ,24.38 ,9.29 ,8019.73 ,30.13 ,7.40 ,1.00 ,2,5
908240823920587 ,461.00 ,7.33 ,33.53 ,525.26 ,3219.03 ,3318.10 ,10.67 ,0.88 ,2,3
908240823921273 ,217.20 ,86.40 ,25.20 ,0.01 ,5719.38 ,0.02 ,14.60 ,1.00 ,2,5
908240823921459 ,384.20 ,26.60 ,31.08 ,238.16 ,6609.65 ,537.38 ,9.40 ,1.00 ,2,5
908240823921473 ,1011.00 ,37.80 ,5.16 ,507.36 ,17768.92 ,1722.19 ,2.25 ,0.98 ,1,5
908240823922799 ,100.25 ,8.67 ,3.55 ,0.90 ,1089.18 ,37.76 ,2.00 ,1.00 ,1,4
908240823923401 ,462.50 ,8.50 ,89.96 ,258.02 ,4926.01 ,917.37 ,15.50 ,1.00 ,2,2
908240823925161 ,540.50 ,23.75 ,3.18 ,726.30 ,3504.27 ,7518.78 ,1.00 ,0.84 ,1,4
908240823929275 ,258.67 ,29.67 ,100.70 ,50.66 ,3007.11 ,539.44 ,17.00 ,0.94 ,1,6
908240823930193 ,145.00 ,6.00 ,5.40 ,0.00 ,3303.18 ,0.02 ,6.00 ,1.00 ,2,1
908240823931209 ,251.67 ,12.50 ,5.07 ,171.87 ,5076.65 ,264.04 ,7.00 ,0.44 ,1,3
908240823931999 ,52.50 ,11.00 ,0.17 ,0.00 ,912.19 ,0.02 ,1.00 ,1.00 ,1,2
908240823932079 ,170.00 ,7.00 ,0.27 ,0.01 ,3041.55 ,0.03 ,1.00 ,1.00 ,1,1
908240823933301 ,55.25 ,6.75 ,0.43 ,0.03 ,505.33 ,0.65 ,1.00 ,1.00 ,1,4
908240823937611 ,631.00 ,8.33 ,1.63 ,42.93 ,17233.34 ,344.83 ,2.00 ,0.99 ,2,4
908240823938981 ,141.67 ,5.67 ,60.93 ,18.69 ,2143.35 ,181.30 ,21.50 ,1.00 ,2,3
908240823939713 ,111.50 ,5.00 ,10.23 ,0.00 ,1780.30 ,0.02 ,3.00 ,1.00 ,2,4
908240824001895 ,1496.33 ,50.83 ,49.75 ,319.79 ,24482.02 ,252.19 ,17.33 ,1.00 ,2,6
908240824004403 ,507.50 ,9.75 ,0.17 ,0.01 ,12771.80 ,0.01 ,1.00 ,1.00 ,1,4
908240824004773 ,660.17 ,22.17 ,9.39 ,508.73 ,9259.46 ,945.98 ,3.33 ,1.00 ,2,6
908240824005987 ,1262.17 ,34.50 ,20.78 ,1033.12 ,14028.66 ,1323.68 ,10.33 ,0.99 ,2,6
908240824006745 ,54.80 ,4.20 ,1.57 ,0.00 ,1086.05 ,0.04 ,2.67 ,0.64 ,2,5
908240824006889 ,559.00 ,20.17 ,3.09 ,1740.19 ,10039.39 ,3268.97 ,1.67 ,1.00 ,1,6
908240824007309 ,450.00 ,16.40 ,0.89 ,271.85 ,6709.34 ,584.53 ,1.50 ,1.00 ,1,5
908240824007319 ,134.50 ,19.83 ,1.69 ,8.20 ,1814.49 ,103.92 ,2.50 ,1.00 ,1,6
908240824008489 ,277.20 ,17.80 ,28.50 ,0.02 ,6171.61 ,0.05 ,10.25 ,1.00 ,2,5
908240824010397 ,584.60 ,70.60 ,110.17 ,447.35 ,5818.55 ,1768.57 ,46.20 ,1.00 ,2,5
908240824010413 ,88.17 ,12.83 ,1.34 ,19.01 ,1453.51 ,226.09 ,2.00 ,1.00 ,1,6
908240824010509 ,31.75 ,8.75 ,2.38 ,4.95 ,565.18 ,135.88 ,1.00 ,1.00 ,1,4
908240824011257 ,7.00 ,2.67 ,0.08 ,0.49 ,28.82 ,462.91 ,1.00 ,1.00 ,1,3
908240824011751 ,62.60 ,6.40 ,8.05 ,42.86 ,958.49 ,604.32 ,2.00 ,1.00 ,1,5
908240824012377 ,741.67 ,68.83 ,287.80 ,0.35 ,19673.87 ,59.62 ,41.67 ,1.00 ,2,6
908240824013431 ,553.50 ,20.00 ,0.08 ,4956.57 ,9896.20 ,8753.09 ,1.00 ,1.00 ,1,2
908240824014513 ,364.33 ,12.00 ,1.53 ,249.67 ,9295.41 ,1568.25 ,2.00 ,1.00 ,1,3
908240824014639 ,745.00 ,10.33 ,2.14 ,729.77 ,4528.65 ,3162.95 ,1.50 ,1.00 ,1,6
908240824014701 ,218.00 ,11.33 ,25.48 ,18.33 ,1531.51 ,197.15 ,8.67 ,0.60 ,2,3
908240824015175 ,465.20 ,14.33 ,35.74 ,124.63 ,9739.12 ,988.39 ,4.50 ,0.99 ,2,5
908240824015897 ,414.00 ,34.83 ,21.29 ,260.28 ,2011.47 ,1832.62 ,9.33 ,1.00 ,2,6
908240824017065 ,170.00 ,9.33 ,49.00 ,2.37 ,2805.86 ,3.34 ,6.50 ,1.00 ,1,6
908240824018341 ,536.00 ,98.00 ,175.98 ,51.30 ,6619.42 ,210.46 ,35.17 ,0.80 ,2,6
908240824018967 ,388.67 ,78.50 ,270.60 ,93.06 ,8556.65 ,291.83 ,39.83 ,0.98 ,2,6
908240824020605 ,11489.17 ,60.17 ,162.77 ,2471.61 ,178683.10 ,903.45 ,30.17 ,0.87 ,2,6
908240824021423 ,41.00 ,7.00 ,6.47 ,8.79 ,253.49 ,484.69 ,5.00 ,1.00 ,1,2
908240824021761 ,399.67 ,11.33 ,8.18 ,539.07 ,2245.16 ,3752.20 ,5.50 ,0.87 ,2,3
908240824025051 ,7.67 ,6.00 ,0.28 ,0.01 ,140.45 ,1.23 ,1.00 ,1.00 ,1,3
908240824025815 ,11.50 ,4.50 ,1.62 ,0.00 ,111.23 ,0.20 ,1.00 ,1.00 ,1,4
908240824025837 ,164.17 ,13.00 ,5.90 ,0.01 ,2469.90 ,0.05 ,2.17 ,1.00 ,2,6
908240824028023 ,27.00 ,11.00 ,3.63 ,9.71 ,140.90 ,1203.78 ,2.00 ,1.00 ,1,1
908240824028549 ,231.50 ,21.00 ,0.75 ,42.76 ,3935.11 ,241.00 ,2.00 ,0.98 ,1,6
908240824031991 ,78.33 ,10.33 ,0.30 ,0.01 ,1310.76 ,0.16 ,1.00 ,0.90 ,1,6
908240824032031 ,52.33 ,14.00 ,12.73 ,0.00 ,423.15 ,0.07 ,4.33 ,1.00 ,2,6
908240824037271 ,253.50 ,8.00 ,0.18 ,68.81 ,5876.81 ,395.58 ,1.00 ,1.00 ,1,2
908240824037311 ,7.00 ,11.50 ,3.80 ,0.41 ,1.03 ,7005.89 ,2.00 ,1.00 ,1,5
908240824038001 ,252.33 ,18.83 ,0.74 ,61.04 ,3049.74 ,321.66 ,1.67 ,0.98 ,1,6
908240824038065 ,1585.00 ,114.83 ,213.59 ,173.55 ,22181.09 ,138.31 ,52.67 ,0.84 ,2,6
908240824039021 ,155.67 ,16.00 ,3.98 ,24.39 ,1701.78 ,225.30 ,3.83 ,1.00 ,2,6
908240824039651 ,1501.50 ,32.00 ,8.64 ,248.16 ,24762.96 ,174.69 ,13.50 ,1.00 ,2,6
908240824040435 ,69.50 ,3.00 ,1.95 ,0.00 ,616.25 ,0.04 ,2.00 ,1.00 ,2,2
908240824040847 ,67.33 ,4.00 ,5.72 ,33.62 ,1068.29 ,769.17 ,6.50 ,1.00 ,2,3
908240824041619 ,452.50 ,16.33 ,62.04 ,167.76 ,5029.77 ,655.91 ,34.33 ,1.00 ,2,6
908240824041761 ,1637.67 ,30.00 ,1.49 ,2183.57 ,19378.86 ,2113.75 ,2.60 ,0.94 ,1,6
908240824043289 ,47.50 ,12.50 ,1.67 ,45.76 ,556.23 ,2248.73 ,1.50 ,0.53 ,1,2
908240824045385 ,128.60 ,10.60 ,3.71 ,22.63 ,1906.22 ,164.25 ,4.25 ,1.00 ,2,5
908240824046439 ,44.00 ,3.00 ,5.25 ,22.84 ,335.22 ,624.42 ,1.00 ,1.00 ,2,2
908240824046825 ,56.50 ,2.50 ,16.50 ,20.72 ,478.08 ,599.05 ,4.00 ,1.00 ,1,2
908240824046937 ,35.17 ,6.17 ,1.60 ,13.85 ,510.10 ,562.09 ,1.00 ,1.00 ,1,6
908240824050001 ,1559.33 ,32.50 ,3.42 ,1871.72 ,19971.38 ,1664.44 ,2.25 ,1.00 ,1,6
908240824050519 ,7.50 ,4.00 ,3.48 ,0.00 ,69.60 ,0.03 ,4.00 ,1.00 ,2,2
908240824050769 ,55.33 ,6.33 ,0.62 ,365.41 ,3239.26 ,1713.17 ,1.00 ,0.52 ,2,3
908240824051143 ,33.50 ,3.50 ,0.42 ,0.00 ,385.89 ,0.01 ,1.00 ,1.00 ,2,2
908240824052203 ,405.00 ,15.75 ,0.25 ,0.02 ,16717.28 ,0.02 ,1.00 ,1.00 ,1,4
908240824052443 ,982.17 ,64.50 ,256.38 ,330.84 ,8468.89 ,747.99 ,49.17 ,0.31 ,1,6
908240824052735 ,613.20 ,20.80 ,53.50 ,132.74 ,8345.27 ,282.54 ,15.60 ,0.96 ,2,5
908240824053001 ,594.50 ,29.50 ,60.68 ,239.69 ,10259.00 ,431.10 ,26.83 ,1.00 ,2,6
908240824053673 ,615.83 ,26.17 ,40.60 ,263.29 ,8328.01 ,1129.26 ,19.50 ,1.00 ,2,6
908240824054459 ,64.33 ,5.00 ,1.74 ,51.25 ,1100.10 ,708.53 ,2.00 ,1.00 ,2,3
908240824055697 ,104.33 ,13.17 ,1.67 ,3.33 ,1402.30 ,15.29 ,1.75 ,1.00 ,1,6
908240824055793 ,1388.50 ,18.00 ,16.41 ,160.38 ,6985.27 ,257.76 ,8.00 ,0.87 ,2,2
